国家,确诊,治愈,死亡,日期
巴林,4595,2049,8,2020-05-09
阿曼,3224,1068,17,2020-05-09
以色列,16444,11313,245,2020-05-09
摩洛哥,5873,2389,186,2020-05-09
哈萨克斯坦,4578,995,30,2020-05-09
摩尔多瓦,4605,1544,145,2020-05-09
玻利维亚,1886,159,91,2020-05-09
阿尔及利亚,5369,2467,488,2020-05-09
捷克,8065,4408,271,2020-05-09
亚美尼亚,3029,1218,43,2020-05-09
波多黎各,2031,0,97,2020-05-09
奥地利,15714,13228,614,2020-05-09
洪都拉斯,1461,0,99,2020-05-09
丹麦,10218,6987,522,2020-05-09
芬兰,5738,3000,260,2020-05-09
瑞士,30125,25845,1525,2020-05-09
苏丹,1111,102,59,2020-05-09
匈牙利,3213,904,405,2020-05-09
几内亚,1927,629,11,2020-05-09
保加利亚,1829,360,84,2020-05-09
塞内加尔,1634,643,15,2020-05-09
危地马拉,798,0,21,2020-05-09
喀麦隆,2265,1000,108,2020-05-09
马来西亚,6589,4929,108,2020-05-09
古巴,1729,525,73,2020-05-09
马约特,854,0,10,2020-05-09
希腊,2678,1473,148,2020-05-09
索马里,928,87,44,2020-05-09
斯洛文尼亚,1449,247,99,2020-05-09
萨尔瓦多,695,0,15,2020-05-09
刚果（金）,937,130,39,2020-05-09
阿塞拜疆,2422,1620,31,2020-05-09
科特迪瓦,1602,754,20,2020-05-09
塔吉克斯坦,461,0,16,2020-05-09
伊拉克,2603,1661,104,2020-05-09
马尔代夫,733,20,3,2020-05-09
加蓬,620,110,8,2020-05-09
韩国,10840,9568,256,2020-05-09
波黑,2056,945,98,2020-05-09
几内亚比绍,508,19,2,2020-05-09
哥斯达黎加,761,0,6,2020-05-09
斯洛伐克,1445,806,26,2020-05-09
黎巴嫩,796,223,26,2020-05-09
巴拉圭,462,130,10,2020-05-09
圣马力诺,632,2,41,2020-05-09
澳大利亚,6929,6135,97,2020-05-09
赤道几内亚,439,13,4,2020-05-09
斯里兰卡,835,240,9,2020-05-09
乌兹别克斯坦,2314,1308,10,2020-05-09
赞比亚共和国,252,112,7,2020-05-09
立陶宛,1433,739,49,2020-05-09
牙买加,478,0,9,2020-05-09
拉脱维亚,909,105,18,2020-05-09
肯尼亚,649,207,30,2020-05-09
留尼旺,427,0,0,2020-05-09
委内瑞拉,379,0,10,2020-05-09
吉尔吉斯斯坦,906,564,12,2020-05-09
爱沙尼亚,1720,704,56,2020-05-09
北马其顿,1572,1079,89,2020-05-09
突尼斯,1026,600,44,2020-05-09
塞浦路斯,889,148,21,2020-05-09
吉布提,1133,799,3,2020-05-09
乍得,253,0,27,2020-05-09
塞拉利昂,231,54,14,2020-05-09
刚果（布）,274,26,10,2020-05-09
坦桑尼亚,509,167,21,2020-05-09
马恩岛,327,0,23,2020-05-09
马里,928,87,44,2020-05-09
巴勒斯坦,547,77,4,2020-05-09
格鲁吉亚,623,288,9,2020-05-09
贝宁,140,53,2,2020-05-09
佛得角,230,44,2,2020-05-09
泽西岛,293,0,25,2020-05-09
克罗地亚,2125,1641,86,2020-05-09
安道尔,753,472,47,2020-05-09
根西岛,252,0,13,2020-05-09
尼泊尔,99,22,0,2020-05-09
南苏丹,90,2,0,2020-05-09
海地,108,0,12,2020-05-09
卢森堡,3859,3379,100,2020-05-09
中非共和国,118,10,0,2020-05-09
乌拉圭,684,492,17,2020-05-09
圣多美和普林西比,174,0,4,2020-05-09
约旦,494,381,9,2020-05-09
法罗群岛,187,0,0,2020-05-09
阿尔巴尼亚,850,605,31,2020-05-09
尼日尔,781,586,42,2020-05-09
马提尼克,182,0,14,2020-05-09
斯威士兰,153,13,2,2020-05-09
泰国,3000,2784,55,2020-05-09
埃塞俄比亚,191,93,4,2020-05-09
法属圭亚那,138,0,1,2020-05-09
马耳他,486,367,5,2020-05-09
直布罗陀,144,0,1,2020-05-09
关岛,147,0,5,2020-05-09
越南,288,169,0,2020-05-09
瓜德罗普岛,153,0,13,2020-05-09
多哥,135,85,9,2020-05-09
卢旺达,271,133,0,2020-05-09
布基纳法索,736,562,48,2020-05-09
马达加斯加,193,101,0,2020-05-09
钻石公主号邮轮,712,574,13,2020-05-09
缅甸,176,62,6,2020-05-09
百慕大,118,0,7,2020-05-09
利比里亚,189,75,20,2020-05-09
特立尼达和多巴哥,116,0,8,2020-05-09
阿鲁巴,101,0,2,2020-05-09
乌干达,101,55,0,2020-05-09
也门共和国,26,1,6,2020-05-09
蒙古,41,10,0,2020-05-09
开曼群岛,78,0,2,2020-05-09
巴哈马,92,0,11,2020-05-09
莫桑比克,81,10,0,2020-05-09
圭亚那,138,27,10,2020-05-09
巴巴多斯,82,0,7,2020-05-09
柬埔寨,122,50,0,2020-05-09
荷属圣马丁,76,0,14,2020-05-09
黑山,324,265,8,2020-05-09
冰岛,1801,1755,10,2020-05-09
马拉维,56,14,3,2020-05-09
安哥拉,36,11,2,2020-05-09
尼加拉瓜,16,0,5,2020-05-09
文莱,141,131,1,2020-05-09
毛里求斯,332,319,10,2020-05-09
新西兰,1141,1347,21,2020-05-09
中国,90704,85288,4696,2020-05-09
冈比亚,18,2,1,2020-05-09
叙利亚,45,27,3,2020-05-09
北马里亚纳群岛联邦,15,0,2,2020-05-09
梵蒂冈,12,0,0,2020-05-09
科摩罗,8,0,1,2020-05-09
法属波利尼西亚,60,0,0,2020-05-09
利比亚,64,24,3,2020-05-09
英属维尔京群岛,7,0,1,2020-05-09
安提瓜和巴布达,25,0,3,2020-05-09
格林那达,21,0,0,2020-05-09
圣卢西亚,18,0,0,2020-05-09
圣文森特和格林纳丁斯,17,0,0,2020-05-09
美国,1312099,212534,78862,2020-05-10
俄罗斯,209688,34306,1915,2020-05-10
英国,219183,539,31855,2020-05-10
巴西,156604,61685,10697,2020-05-10
意大利,218268,103031,30395,2020-05-10
西班牙,224390,136166,26621,2020-05-10
秘鲁,65015,20834,1814,2020-05-10
法国,138854,56038,26310,2020-05-10
印度,62939,19358,2109,2020-05-10
荷兰,42627,291,5440,2020-05-10
土耳其,137115,89480,3739,2020-05-10
加拿大,67996,31249,4728,2020-05-10
比利时,53081,13642,8656,2020-05-10
卡塔尔,22520,2753,14,2020-05-10
巴基斯坦,29465,8023,639,2020-05-10
沙特阿拉伯,39048,11457,246,2020-05-10
新加坡,22460,1408,20,2020-05-10
厄瓜多尔,29071,3433,1717,2020-05-10
葡萄牙,27581,2549,1135,2020-05-10
智利,27219,12667,294,2020-05-10
瑞典,26385,4971,3239,2020-05-10
白俄罗斯,22973,6406,131,2020-05-10
伊朗,107603,86143,6640,2020-05-10
孟加拉国,13770,2414,214,2020-05-10
阿联酋,18198,4804,198,2020-05-10
德国,169218,144400,7395,2020-05-10
乌克兰,14710,2909,376,2020-05-10
哥伦比亚,10495,1210,445,2020-05-10
印度尼西亚,14032,2698,973,2020-05-10
波兰,15366,5184,776,2020-05-10
多米尼加,9376,993,380,2020-05-10
墨西哥,33460,17781,3353,2020-05-10
科威特,8688,2729,58,2020-05-10
爱尔兰,22760,13386,1446,2020-05-10
菲律宾,10794,1924,719,2020-05-10
巴拿马,7868,455,225,2020-05-10
挪威,8084,0,218,2020-05-10
埃及,8964,2002,514,2020-05-10
南非,9420,3153,186,2020-05-10
日本,15777,3466,624,2020-05-10
塞尔维亚,10894,2732,241,2020-05-10
罗马尼亚,14811,6423,898,2020-05-10
阿富汗,4402,558,120,2020-05-10
阿根廷,5766,1524,300,2020-05-10
加纳,4263,378,22,2020-05-10
尼日利亚,4151,745,128,2020-05-10
巴林,4856,2065,8,2020-05-10
阿曼,3399,1117,17,2020-05-10
以色列,16458,11384,248,2020-05-10
摩洛哥,6038,2545,188,2020-05-10
哈萨克斯坦,5036,1766,31,2020-05-10
摩尔多瓦,4927,1958,169,2020-05-10
玻利维亚,2081,159,102,2020-05-10
阿尔及利亚,5558,2546,494,2020-05-10
捷克,8089,4446,276,2020-05-10
亚美尼亚,3313,1325,45,2020-05-10
波多黎各,2156,0,97,2020-05-10
奥地利,15735,13228,614,2020-05-10
洪都拉斯,1685,0,105,2020-05-10
丹麦,10319,6987,526,2020-05-10
芬兰,5880,3000,265,2020-05-10
瑞士,30305,26400,1538,2020-05-10
苏丹,1164,119,64,2020-05-10
匈牙利,3263,933,413,2020-05-10
几内亚,439,13,4,2020-05-10
保加利亚,1911,360,88,2020-05-10
塞内加尔,1709,650,18,2020-05-10
危地马拉,832,0,23,2020-05-10
喀麦隆,2579,1465,114,2020-05-10
马来西亚,6656,5025,108,2020-05-10
古巴,1741,525,74,2020-05-10
马约特,890,0,11,2020-05-10
希腊,2710,1473,151,2020-05-10
索马里,997,110,48,2020-05-10
斯洛文尼亚,1450,247,100,2020-05-10
萨尔瓦多,742,0,15,2020-05-10
刚果（金）,991,136,41,2020-05-10
阿塞拜疆,2422,1620,31,2020-05-10
科特迪瓦,1667,769,21,2020-05-10
塔吉克斯坦,461,0,16,2020-05-10
伊拉克,2697,1702,107,2020-05-10
马尔代夫,785,29,3,2020-05-10
加蓬,620,110,8,2020-05-10
韩国,10874,9610,256,2020-05-10
波黑,2070,945,98,2020-05-10
几内亚比绍,641,25,3,2020-05-10
哥斯达黎加,765,0,6,2020-05-10
斯洛伐克,1455,806,26,2020-05-10
黎巴嫩,845,234,26,2020-05-10
巴拉圭,563,130,10,2020-05-10
圣马力诺,632,2,41,2020-05-10
澳大利亚,6929,6135,97,2020-05-10
赤道几内亚,439,13,4,2020-05-10
斯里兰卡,835,240,9,2020-05-10
乌兹别克斯坦,2387,1846,10,2020-05-10
赞比亚共和国,267,117,7,2020-05-10
立陶宛,1436,739,49,2020-05-10
牙买加,488,0,9,2020-05-10
拉脱维亚,928,105,18,2020-05-10
肯尼亚,672,239,32,2020-05-10
留尼旺,430,0,0,2020-05-10
委内瑞拉,381,0,10,2020-05-10
吉尔吉斯斯坦,1002,675,12,2020-05-10
爱沙尼亚,1725,704,56,2020-05-10
北马其顿,1586,1079,90,2020-05-10
突尼斯,1030,600,45,2020-05-10
塞浦路斯,891,148,21,2020-05-10
吉布提,1189,834,3,2020-05-10
乍得,260,0,28,2020-05-10
塞拉利昂,257,54,17,2020-05-10
刚果（布）,287,26,10,2020-05-10
坦桑尼亚,509,167,21,2020-05-10
马恩岛,329,0,23,2020-05-10
马里,997,298,48,2020-05-10
巴勒斯坦,547,77,4,2020-05-10
格鲁吉亚,626,288,10,2020-05-10
贝宁,284,62,2,2020-05-10
佛得角,230,44,2,2020-05-10
泽西岛,293,0,25,2020-05-10
克罗地亚,2161,1641,86,2020-05-10
安道尔,754,472,47,2020-05-10
根西岛,252,0,13,2020-05-10
尼泊尔,109,22,0,2020-05-10
南苏丹,120,2,0,2020-05-10
海地,129,0,12,2020-05-10
卢森堡,3871,3379,100,2020-05-10
中非共和国,118,10,0,2020-05-10
乌拉圭,684,492,17,2020-05-10
圣多美和普林西比,208,0,5,2020-05-10
约旦,508,381,9,2020-05-10
法罗群岛,187,0,0,2020-05-10
阿尔巴尼亚,856,605,31,2020-05-10
尼日尔,795,586,44,2020-05-10
马提尼克,183,0,14,2020-05-10
斯威士兰,159,13,2,2020-05-10
泰国,3004,2784,56,2020-05-10
埃塞俄比亚,239,99,5,2020-05-10
法属圭亚那,141,0,1,2020-05-10
马耳他,489,367,5,2020-05-10
直布罗陀,144,0,1,2020-05-10
关岛,147,0,5,2020-05-10
越南,288,169,0,2020-05-10
瓜德罗普岛,154,0,13,2020-05-10
多哥,145,85,10,2020-05-10
卢旺达,273,133,0,2020-05-10
布基纳法索,736,562,48,2020-05-10
马达加斯加,193,101,0,2020-05-10
钻石公主号邮轮,712,574,13,2020-05-10
缅甸,177,62,6,2020-05-10
百慕大,118,0,7,2020-05-10
利比里亚,199,75,20,2020-05-10
特立尼达和多巴哥,116,0,8,2020-05-10
阿鲁巴,101,0,3,2020-05-10
乌干达,101,55,0,2020-05-10
也门共和国,36,1,8,2020-05-10
蒙古,42,10,0,2020-05-10
开曼群岛,80,0,2,2020-05-10
巴哈马,92,0,11,2020-05-10
莫桑比克,82,10,0,2020-05-10
圭亚那,141,27,10,2020-05-10
巴巴多斯,82,0,7,2020-05-10
柬埔寨,122,50,0,2020-05-10
荷属圣马丁,76,0,14,2020-05-10
美属维尔京群岛,68,0,4,2020-05-10
黑山,324,265,8,2020-05-10
冰岛,1801,1755,10,2020-05-10
马拉维,56,14,3,2020-05-10
安哥拉,36,11,2,2020-05-10
尼加拉瓜,16,0,5,2020-05-10
文莱,141,131,1,2020-05-10
毛里塔尼亚,8,6,1,2020-05-10
毛里求斯,332,319,10,2020-05-10
新西兰,1142,1347,21,2020-05-10
中国,157984,148209,9210,2020-05-10
津巴布韦,34,5,4,2020-05-10
博茨瓦纳,23,0,1,2020-05-10
布隆迪共和国,19,4,1,2020-05-10
冈比亚,20,2,1,2020-05-10
叙利亚,47,27,3,2020-05-10
北马里亚纳群岛联邦,15,0,2,2020-05-10
梵蒂冈,12,0,0,2020-05-10
科摩罗,8,0,1,2020-05-10
法属波利尼西亚,60,0,0,2020-05-10
利比亚,64,24,3,2020-05-10
英属维尔京群岛,7,0,1,2020-05-10
安提瓜和巴布达,25,0,3,2020-05-10
格林那达,21,0,0,2020-05-10
圣卢西亚,18,0,0,2020-05-10
圣文森特和格林纳丁斯,17,0,0,2020-05-10
美国,1332411,216169,79606,2020-05-11
俄罗斯,221344,39801,2009,2020-05-11
英国,223060,539,32065,2020-05-11
巴西,162699,64957,11123,2020-05-11
意大利,219070,105186,30560,2020-05-11
西班牙,227436,137139,26744,2020-05-11
秘鲁,67307,21349,1889,2020-05-11
法国,139063,56217,26380,2020-05-11
印度,14265,2881,991,2020-05-11
荷兰,42788,291,5456,2020-05-11
土耳其,138657,92691,3786,2020-05-11
加拿大,69156,32455,4906,2020-05-11
比利时,53449,13697,8707,2020-05-11
卡塔尔,23623,2840,14,2020-05-11
巴基斯坦,30941,8212,667,2020-05-11
沙特阿拉伯,41014,12737,255,2020-05-11
新加坡,23822,1408,20,2020-05-11
厄瓜多尔,29559,3433,2127,2020-05-11
葡萄牙,27581,2549,1135,2020-05-11
智利,28866,13112,312,2020-05-11
瑞典,26794,4971,3279,2020-05-11
白俄罗斯,23906,6531,135,2020-05-11
伊朗,109286,87422,6685,2020-05-11
孟加拉国,14657,2414,228,2020-05-11
阿联酋,18198,4804,198,2020-05-11
德国,169575,145600,7417,2020-05-11
乌克兰,15232,2909,391,2020-05-11
哥伦比亚,10495,1210,445,2020-05-11
印度尼西亚,14265,2881,991,2020-05-11
波兰,15651,5184,785,2020-05-11
多米尼加,9882,993,385,2020-05-11
墨西哥,35022,17781,3465,2020-05-11
科威特,9286,2907,65,2020-05-11
爱尔兰,22996,13386,1458,2020-05-11
菲律宾,11086,1999,726,2020-05-11
巴拿马,8070,455,231,2020-05-11
挪威,8102,0,219,2020-05-11
埃及,9400,2075,525,2020-05-11
南非,10015,3153,194,2020-05-11
日本,15847,8127,633,2020-05-11
塞尔维亚,11060,3943,246,2020-05-11
罗马尼亚,15362,7051,952,2020-05-11
阿富汗,4402,558,120,2020-05-11
阿根廷,6034,1757,305,2020-05-11
加纳,4700,494,22,2020-05-11
尼日利亚,4399,778,143,2020-05-11
巴林,5157,2152,8,2020-05-11
阿曼,3573,1211,17,2020-05-11
以色列,16492,11548,254,2020-05-11
摩洛哥,6226,2759,188,2020-05-11
哈萨克斯坦,5056,1766,31,2020-05-11
摩尔多瓦,4927,1958,169,2020-05-11
玻利维亚,2266,159,106,2020-05-11
阿尔及利亚,5723,2678,502,2020-05-11
捷克,8095,4446,276,2020-05-11
亚美尼亚,3392,1359,46,2020-05-11
波多黎各,2173,0,108,2020-05-11
奥地利,15786,13228,615,2020-05-11
洪都拉斯,1771,0,107,2020-05-11
丹麦,10429,6987,529,2020-05-11
芬兰,5962,3000,267,2020-05-11
瑞士,30262,26545,1542,2020-05-11
苏丹,1164,119,64,2020-05-11
匈牙利,3284,958,421,2020-05-11
几内亚,2146,714,11,2020-05-11
保加利亚,1965,444,91,2020-05-11
塞内加尔,1886,715,19,2020-05-11
危地马拉,900,0,24,2020-05-11
喀麦隆,2579,1465,114,2020-05-11
马来西亚,6726,5113,109,2020-05-11
古巴,1754,525,74,2020-05-11
马约特,890,0,11,2020-05-11
希腊,2710,1473,151,2020-05-11
索马里,1054,118,51,2020-05-11
斯洛文尼亚,1460,256,102,2020-05-11
萨尔瓦多,784,0,16,2020-05-11
刚果（金）,1024,141,41,2020-05-11
阿塞拜疆,2519,1650,32,2020-05-11
科特迪瓦,1700,885,21,2020-05-11
塔吉克斯坦,561,0,19,2020-05-11
伊拉克,2767,1734,109,2020-05-11
马尔代夫,785,29,3,2020-05-11
加蓬,661,110,8,2020-05-11
韩国,10874,9610,256,2020-05-11
波黑,2106,1109,112,2020-05-11
几内亚比绍,726,26,3,2020-05-11
哥斯达黎加,773,0,6,2020-05-11
斯洛伐克,1455,806,26,2020-05-11
黎巴嫩,859,234,26,2020-05-11
巴拉圭,689,130,10,2020-05-11
圣马力诺,632,2,41,2020-05-11
澳大利亚,6941,6163,97,2020-05-11
赤道几内亚,439,13,4,2020-05-11
斯里兰卡,863,321,9,2020-05-11
乌兹别克斯坦,2418,1881,10,2020-05-11
赞比亚共和国,267,117,7,2020-05-11
立陶宛,1479,828,50,2020-05-11
牙买加,490,0,9,2020-05-11
拉脱维亚,930,105,18,2020-05-11
肯尼亚,700,251,33,2020-05-11
留尼旺,430,0,0,2020-05-11
委内瑞拉,388,0,10,2020-05-11
吉尔吉斯斯坦,1002,675,12,2020-05-11
爱沙尼亚,1733,704,60,2020-05-11
北马其顿,1664,1200,91,2020-05-11
突尼斯,1032,600,45,2020-05-11
塞浦路斯,892,148,21,2020-05-11
吉布提,1210,847,3,2020-05-11
乍得,322,0,31,2020-05-11
塞拉利昂,307,67,18,2020-05-11
刚果（布）,287,26,10,2020-05-11
坦桑尼亚,509,167,21,2020-05-11
马恩岛,329,0,23,2020-05-11
马里,1054,298,51,2020-05-11
巴勒斯坦,375,263,2,2020-05-11
格鲁吉亚,635,288,10,2020-05-11
贝宁,284,62,2,2020-05-11
佛得角,236,44,2,2020-05-11
泽西岛,293,0,25,2020-05-11
克罗地亚,2187,1764,87,2020-05-11
安道尔,754,472,48,2020-05-11
根西岛,252,0,13,2020-05-11
尼泊尔,110,22,0,2020-05-11
南苏丹,120,2,0,2020-05-11
海地,146,0,12,2020-05-11
卢森堡,3877,3379,101,2020-05-11
中非共和国,179,12,0,2020-05-11
乌拉圭,694,492,17,2020-05-11
圣多美和普林西比,208,0,5,2020-05-11
约旦,540,389,9,2020-05-11
法罗群岛,187,0,0,2020-05-11
阿尔巴尼亚,868,650,31,2020-05-11
尼日尔,815,586,45,2020-05-11
马提尼克,186,0,14,2020-05-11
斯威士兰,163,13,2,2020-05-11
泰国,3009,2784,56,2020-05-11
埃塞俄比亚,250,105,5,2020-05-11
法属圭亚那,141,0,1,2020-05-11
马耳他,490,367,5,2020-05-11
直布罗陀,146,0,1,2020-05-11
关岛,147,0,5,2020-05-11
越南,288,169,0,2020-05-11
瓜德罗普岛,154,0,13,2020-05-11
多哥,174,89,11,2020-05-11
卢旺达,284,140,0,2020-05-11
布基纳法索,748,562,48,2020-05-11
马达加斯加,193,101,0,2020-05-11
钻石公主号邮轮,712,574,13,2020-05-11
缅甸,178,62,6,2020-05-11
百慕大,118,0,7,2020-05-11
利比里亚,199,75,20,2020-05-11
特立尼达和多巴哥,116,0,8,2020-05-11
阿鲁巴,101,0,3,2020-05-11
乌干达,116,55,0,2020-05-11
也门共和国,53,1,8,2020-05-11
蒙古,42,10,0,2020-05-11
开曼群岛,81,0,2,2020-05-11
巴哈马,92,0,11,2020-05-11
莫桑比克,87,10,0,2020-05-11
圭亚那,141,27,10,2020-05-11
柬埔寨,122,50,0,2020-05-11
荷属圣马丁,77,0,15,2020-05-11
美属维尔京群岛,68,0,4,2020-05-11
黑山,324,265,8,2020-05-11
冰岛,1801,1755,10,2020-05-11
马拉维,56,14,3,2020-05-11
安哥拉,43,11,2,2020-05-11
尼加拉瓜,16,0,5,2020-05-11
文莱,141,131,1,2020-05-11
毛里求斯,332,319,10,2020-05-11
新西兰,1144,1347,21,2020-05-11
中国,159535,149802,9210,2020-05-11
津巴布韦,35,5,4,2020-05-11
冈比亚,20,2,1,2020-05-11
叙利亚,47,27,3,2020-05-11
北马里亚纳群岛联邦,16,0,2,2020-05-11
梵蒂冈,12,0,0,2020-05-11
科摩罗,11,0,1,2020-05-11
法属波利尼西亚,60,0,0,2020-05-11
利比亚,64,24,3,2020-05-11
英属维尔京群岛,7,0,1,2020-05-11
美国,1351200,232733,80897,2020-05-12
俄罗斯,232243,43512,2116,2020-05-12
英国,226463,539,32692,2020-05-12
巴西,168331,69232,11519,2020-05-12
意大利,219814,106587,30739,2020-05-12
西班牙,228030,138980,26920,2020-05-12
秘鲁,68822,22406,1961,2020-05-12
法国,139519,56724,26643,2020-05-12
印度,14749,3063,1007,2020-05-12
荷兰,42984,291,5510,2020-05-12
土耳其,139771,95780,3841,2020-05-12
加拿大,70342,33254,5051,2020-05-12
比利时,53779,13732,8761,2020-05-12
卡塔尔,25149,3019,14,2020-05-12
巴基斯坦,32674,8555,724,2020-05-12
沙特阿拉伯,42925,15257,264,2020-05-12
新加坡,24671,1408,21,2020-05-12
厄瓜多尔,29509,3433,2145,2020-05-12
葡萄牙,27913,2549,1163,2020-05-12
智利,30063,13605,323,2020-05-12
瑞典,26794,4971,3279,2020-05-12
白俄罗斯,24873,6974,142,2020-05-12
伊朗,110767,88357,6733,2020-05-12
孟加拉国,16660,3147,250,2020-05-12
阿联酋,19661,6012,203,2020-05-12
德国,170508,147200,7533,2020-05-12
乌克兰,15648,2909,408,2020-05-12
哥伦比亚,10495,1210,445,2020-05-12
印度尼西亚,14749,3063,1007,2020-05-12
波兰,16326,5816,811,2020-05-12
多米尼加,10347,993,388,2020-05-12
墨西哥,36327,17781,3573,2020-05-12
科威特,10277,3101,75,2020-05-12
爱尔兰,23135,13386,1467,2020-05-12
菲律宾,11350,2106,751,2020-05-12
巴拿马,8282,455,237,2020-05-12
挪威,8122,0,224,2020-05-12
埃及,9746,2172,533,2020-05-12
南非,11350,4357,206,2020-05-12
日本,16049,8920,678,2020-05-12
塞尔维亚,11138,4257,248,2020-05-12
罗马尼亚,15588,7245,972,2020-05-12
阿富汗,4687,574,122,2020-05-12
阿根廷,6265,1757,305,2020-05-12
加纳,5127,494,22,2020-05-12
尼日利亚,4641,902,150,2020-05-12
巴林,5409,2182,9,2020-05-12
阿曼,3721,1250,17,2020-05-12
以色列,16506,11843,258,2020-05-12
摩洛哥,6281,2811,188,2020-05-12
哈萨克斯坦,5138,1766,31,2020-05-12
摩尔多瓦,4927,1958,171,2020-05-12
玻利维亚,2437,159,114,2020-05-12
阿尔及利亚,5891,2841,507,2020-05-12
捷克,8157,4695,281,2020-05-12
亚美尼亚,3538,1430,47,2020-05-12
波多黎各,2198,0,111,2020-05-12
奥地利,15845,13228,620,2020-05-12
洪都拉斯,1830,0,108,2020-05-12
丹麦,10513,8217,533,2020-05-12
芬兰,5984,4000,271,2020-05-12
瑞士,30298,26745,1560,2020-05-12
苏丹,174,2,0,2020-05-12
匈牙利,3313,1007,425,2020-05-12
几内亚,2213,714,11,2020-05-12
保加利亚,2004,476,93,2020-05-12
塞内加尔,1995,742,19,2020-05-12
危地马拉,967,0,24,2020-05-12
喀麦隆,2579,1465,114,2020-05-12
马来西亚,6742,5223,110,2020-05-12
古巴,1766,525,77,2020-05-12
马约特,1023,0,11,2020-05-12
希腊,2744,1473,152,2020-05-12
索马里,1089,121,52,2020-05-12
斯洛文尼亚,1460,256,102,2020-05-12
萨尔瓦多,889,0,17,2020-05-12
刚果（金）,1102,146,44,2020-05-12
阿塞拜疆,2589,1680,32,2020-05-12
科特迪瓦,1730,891,21,2020-05-12
塔吉克斯坦,612,0,20,2020-05-12
伊拉克,2818,1790,110,2020-05-12
马尔代夫,835,29,3,2020-05-12
加蓬,802,127,9,2020-05-12
韩国,10936,9670,258,2020-05-12
波黑,2106,1109,112,2020-05-12
几内亚比绍,761,26,3,2020-05-12
哥斯达黎加,780,0,6,2020-05-12
斯洛伐克,1457,806,26,2020-05-12
黎巴嫩,870,234,26,2020-05-12
巴拉圭,713,130,10,2020-05-12
圣马力诺,637,2,41,2020-05-12
澳大利亚,6948,6179,97,2020-05-12
赤道几内亚,439,13,4,2020-05-12
斯里兰卡,869,343,9,2020-05-12
乌兹别克斯坦,2418,1881,10,2020-05-12
赞比亚共和国,441,117,7,2020-05-12
立陶宛,1485,833,50,2020-05-12
牙买加,498,0,9,2020-05-12
拉脱维亚,946,464,18,2020-05-12
肯尼亚,715,259,36,2020-05-12
留尼旺,436,0,0,2020-05-12
委内瑞拉,402,0,10,2020-05-12
吉尔吉斯斯坦,1016,675,12,2020-05-12
爱沙尼亚,1741,1237,61,2020-05-12
北马其顿,1664,1200,91,2020-05-12
突尼斯,1032,600,45,2020-05-12
塞浦路斯,901,504,26,2020-05-12
吉布提,1227,872,3,2020-05-12
乍得,322,0,31,2020-05-12
塞拉利昂,338,72,19,2020-05-12
刚果（布）,333,53,11,2020-05-12
坦桑尼亚,509,167,21,2020-05-12
马恩岛,330,0,23,2020-05-12
马里,1089,377,52,2020-05-12
巴勒斯坦,547,263,4,2020-05-12
格鲁吉亚,638,288,10,2020-05-12
贝宁,319,62,2,2020-05-12
佛得角,260,44,2,2020-05-12
泽西岛,293,0,25,2020-05-12
克罗地亚,2196,1784,90,2020-05-12
安道尔,756,472,48,2020-05-12
根西岛,252,0,13,2020-05-12
尼泊尔,121,22,0,2020-05-12
南苏丹,174,2,0,2020-05-12
海地,151,0,12,2020-05-12
卢森堡,3894,3602,102,2020-05-12
中非共和国,179,12,0,2020-05-12
乌拉圭,702,492,17,2020-05-12
圣多美和普林西比,208,0,5,2020-05-12
约旦,576,390,9,2020-05-12
法罗群岛,187,0,0,2020-05-12
阿尔巴尼亚,872,650,31,2020-05-12
尼日尔,832,637,46,2020-05-12
马提尼克,187,0,14,2020-05-12
斯威士兰,172,13,2,2020-05-12
泰国,3017,2798,56,2020-05-12
埃塞俄比亚,261,106,5,2020-05-12
法属圭亚那,144,0,1,2020-05-12
马耳他,496,367,5,2020-05-12
直布罗陀,146,0,1,2020-05-12
关岛,147,0,5,2020-05-12
越南,288,169,0,2020-05-12
瓜德罗普岛,154,0,13,2020-05-12
多哥,181,89,11,2020-05-12
卢旺达,285,150,0,2020-05-12
布基纳法索,760,585,50,2020-05-12
马达加斯加,186,105,0,2020-05-12
钻石公主号邮轮,712,574,13,2020-05-12
缅甸,180,62,6,2020-05-12
百慕大,118,0,7,2020-05-12
利比里亚,211,85,20,2020-05-12
特立尼达和多巴哥,116,0,8,2020-05-12
阿鲁巴,101,0,3,2020-05-12
乌干达,121,55,0,2020-05-12
也门共和国,58,1,10,2020-05-12
开曼群岛,81,0,2,2020-05-12
莫桑比克,103,34,0,2020-05-12
圭亚那,144,0,1,2020-05-12
巴巴多斯,84,0,7,2020-05-12
柬埔寨,122,50,0,2020-05-12
荷属圣马丁,77,0,15,2020-05-12
美属维尔京群岛,69,0,4,2020-05-12
黑山,325,265,8,2020-05-12
冰岛,1801,1755,10,2020-05-12
马拉维,57,24,3,2020-05-12
安哥拉,45,11,2,2020-05-12
不丹,9,0,0,2020-05-12
文莱,141,131,1,2020-05-12
毛里求斯,332,322,10,2020-05-12
新西兰,1147,1347,21,2020-05-12
中国,90450,85319,4697,2020-05-12
津巴布韦,36,5,4,2020-05-12
列支敦士登,82,55,1,2020-05-12
冈比亚,22,2,1,2020-05-12
北马里亚纳群岛联邦,16,0,2,2020-05-12
圣马丁岛,39,0,3,2020-05-12
